id,name,host_name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,latitude,longitude,area_type
880,Private Room near Uttam Nagar,Megha Jain,Uttam Nagar,Private room,1450,4,98,0.51,154,28.616708,77.069656,Dense/Chawl-type Area
881,Peaceful Retreat near Paharganj,Megha Yadav,Paharganj,Entire home/apt,2350,4,16,0.9,90,28.646152,77.216776,Dense/Chawl-type Area
882,Family Home in Mahipalpur,Vikas Agarwal,Mahipalpur,Hotel room,1700,3,23,1.72,53,28.556717,77.136152,Dense/Chawl-type Area
883,Private Room near Mehrauli,Neha Kapoor,Mehrauli,Hotel room,2050,1,78,1.05,252,28.528311,77.187901,Dense/Chawl-type Area
884,Bright Apartment in Green Park,Deepak Saini,Green Park,Entire home/apt,2700,2,37,0.47,365,28.56647,77.206233,Green & Peaceful
885,Family Home in Hauz Khas,Neha Jain,Hauz Khas,Private room,2500,5,43,0.54,143,28.556857,77.209806,Green & Peaceful
886,Premium Stay - Lajpat Nagar,Priya Sharma,Lajpat Nagar,Entire home/apt,2550,1,41,0.39,9,28.564424,77.235202,Market Area
887,Family Home in Vikaspuri,Deepak Singh,Vikaspuri,Private room,1300,1,55,0.62,134,28.635475,77.060637,Developed Residential
888,Comfortable Home in Mahipalpur,Megha Gupta,Mahipalpur,Entire home/apt,1850,1,29,0.38,280,28.550576,77.129813,Dense/Chawl-type Area
889,Premium Stay - Chattarpur,Riya Mishra,Chattarpur,Entire home/apt,3050,1,79,0.45,75,28.505371,77.181313,Green & Peaceful
890,Peaceful Retreat near Chattarpur,Shreya Verma,Chattarpur,Entire home/apt,2800,1,34,0.39,351,28.511887,77.172678,Green & Peaceful
891,Modern Stay near Janakpuri,Aditya Mehta,Janakpuri,Private room,1650,1,28,0.33,255,28.627172,77.078534,Developed Residential
892,Cozy Karol Bagh Studio,Deepak Mehta,Karol Bagh,Private room,1700,1,54,0.23,161,28.64554,77.191662,Market Area
893,Premium Stay - Saket,Shreya Gupta,Saket,Entire home/apt,4000,3,6,0.18,127,28.519973,77.194898,Developed Residential
894,Family Home in Gurgaon Cyber City,Manish Mehta,Gurgaon Cyber City,Private room,3250,3,3,0.43,178,28.488289,77.092857,Corporate/Developed Area
895,Private Room near Karol Bagh,Rohit Kapoor,Karol Bagh,Entire home/apt,2200,1,35,0.31,221,28.632552,77.195463,Market Area
896,Cozy Ghaziabad Vaishali Studio,Karan Saini,Ghaziabad Vaishali,Hotel room,2200,2,83,0.49,259,28.648128,77.341084,Market Area
897,Cozy Karol Bagh Studio,Nisha Kumar,Karol Bagh,Entire home/apt,2500,5,37,0.53,89,28.6531,77.189177,Market Area
898,Modern Stay near Karol Bagh,Pooja Bansal,Karol Bagh,Entire home/apt,2400,4,10,0.34,176,28.655402,77.18143,Market Area
899,Bright Apartment in Noida Sector 18,Rohit Malhotra,Noida Sector 18,Entire home/apt,3350,3,90,0.23,331,28.567423,77.335627,Market Area
900,Cozy Faridabad Sector 15 Studio,Neha Kapoor,Faridabad Sector 15,Entire home/apt,2150,1,18,1.38,173,28.40483,77.314115,Developed Residential
901,Private Room near Karol Bagh,Neha Jain,Karol Bagh,Private room,2100,1,62,0.43,214,28.654238,77.184555,Market Area
902,Budget Stay around Vikaspuri,Rohit Kumar,Vikaspuri,Private room,1650,2,15,0.13,219,28.636784,77.07588,Developed Residential
903,Comfortable Home in Noida Sector 62,Ankit Yadav,Noida Sector 62,Private room,1800,2,8,0.36,112,28.625903,77.359666,Corporate/Developed Area
904,Budget Stay around Mehrauli,Manish Chauhan,Mehrauli,Shared room,1250,2,17,1.11,215,28.526271,77.181423,Dense/Chawl-type Area
905,Budget Stay around Hauz Khas,Shreya Mishra,Hauz Khas,Private room,2650,7,9,0.45,332,28.545256,77.205912,Green & Peaceful
906,Premium Stay - Dwarka,Nisha Verma,Dwarka,Entire home/apt,2350,4,25,0.42,179,28.592515,77.047021,Developed Residential
907,Bright Apartment in Defence Colony,Rahul Agarwal,Defence Colony,Entire home/apt,4000,1,27,0.4,195,28.572825,77.233504,Green & Peaceful
908,Premium Stay - South Extension,Priya Gupta,South Extension,Private room,2150,1,105,0.25,116,28.575393,77.221895,Market Area
909,Comfortable Home in Paharganj,Nisha Kapoor,Paharganj,Private room,1700,2,24,0.13,194,28.654434,77.21215,Dense/Chawl-type Area
910,Cozy Karol Bagh Studio,Vikas Mishra,Karol Bagh,Private room,1700,2,17,0.46,237,28.655862,77.194036,Market Area
911,Private Room near Noida Sector 62,Amit Kumar,Noida Sector 62,Private room,1250,1,8,0.12,172,28.633132,77.369299,Corporate/Developed Area
912,Premium Stay - Paharganj,Megha Malhotra,Paharganj,Entire home/apt,2700,3,45,0.83,216,28.640426,77.210352,Dense/Chawl-type Area
913,Peaceful Retreat near Noida Sector 62,Nisha Mishra,Noida Sector 62,Private room,1800,2,69,0.33,358,28.631375,77.364401,Corporate/Developed Area
914,Bright Apartment in Rajendra Place,Vikas Mehta,Rajendra Place,Entire home/apt,3500,2,34,0.73,284,28.645589,77.18375,Developed Residential
915,Peaceful Retreat near Janakpuri,Rahul Kumar,Janakpuri,Private room,2000,4,6,0.27,146,28.626678,77.08779,Developed Residential
916,Budget Stay around Defence Colony,Priya Sharma,Defence Colony,Private room,2700,1,14,0.4,244,28.56676,77.232566,Green & Peaceful
917,Cozy Noida Sector 18 Studio,Simran Yadav,Noida Sector 18,Entire home/apt,3350,1,41,0.69,153,28.570188,77.330026,Market Area
918,Modern Stay near Old Delhi,Vikas Singh,Old Delhi,Shared room,950,1,54,0.31,174,28.653695,77.225079,Dense/Chawl-type Area
919,Cozy Noida Sector 62 Studio,Priya Bansal,Noida Sector 62,Hotel room,3000,3,78,0.27,195,28.624669,77.363604,Corporate/Developed Area
920,Cozy South Extension Studio,Shreya Bansal,South Extension,Hotel room,3550,1,17,0.97,220,28.561909,77.218187,Market Area
921,Cozy Green Park Studio,Vikas Saini,Green Park,Entire home/apt,3650,1,29,1.36,263,28.561579,77.199949,Green & Peaceful
922,Peaceful Retreat near Vikaspuri,Nisha Mehta,Vikaspuri,Private room,1100,2,37,0.42,115,28.643557,77.068339,Developed Residential
923,Cozy Karol Bagh Studio,Megha Singh,Karol Bagh,Entire home/apt,2250,3,69,0.05,228,28.656719,77.181993,Market Area
924,City Stay - Noida Sector 75,Rahul Kapoor,Noida Sector 75,Hotel room,1850,2,51,0.73,253,28.573408,77.386531,Developed Residential
925,Family Home in Noida Sector 137,Vikas Mishra,Noida Sector 137,Entire home/apt,2100,1,64,0.08,158,28.510238,77.394392,Developed Residential
926,Family Home in Ghaziabad Vaishali,Riya Bansal,Ghaziabad Vaishali,Private room,1500,1,13,1.06,344,28.65129,77.338175,Market Area
927,City Stay - Connaught Place,Riya Singh,Connaught Place,Private room,3000,5,31,0.14,241,28.625553,77.224679,Market Area
928,Premium Stay - Noida Sector 75,Rahul Agarwal,Noida Sector 75,Entire home/apt,1850,2,8,0.3,103,28.573055,77.384615,Developed Residential
929,City Stay - Noida Sector 75,Vikas Malhotra,Noida Sector 75,Private room,1450,2,3,1.27,116,28.572041,77.387518,Developed Residential
930,Premium Stay - Rajendra Place,Arjun Sharma,Rajendra Place,Private room,1350,2,83,0.87,32,28.638501,77.178523,Developed Residential
931,Comfortable Home in Noida Sector 75,Aditya Jain,Noida Sector 75,Private room,1350,1,37,0.44,289,28.568973,77.383213,Developed Residential
932,Private Room near Aerocity,Manish Kapoor,Aerocity,Entire home/apt,3600,1,56,0.34,164,28.55548,77.077622,Developed Residential
933,Budget Stay around Noida Sector 75,Rohit Chauhan,Noida Sector 75,Private room,1700,3,4,0.83,240,28.55806,77.400186,Developed Residential
934,Budget Stay around Uttam Nagar,Deepak Chauhan,Uttam Nagar,Private room,1050,4,8,0.14,198,28.621217,77.058411,Dense/Chawl-type Area
935,City Stay - Paharganj,Manish Gupta,Paharganj,Hotel room,1750,1,22,0.09,239,28.647829,77.211634,Dense/Chawl-type Area
936,Premium Stay - Uttam Nagar,Nisha Gupta,Uttam Nagar,Entire home/apt,1800,1,48,0.42,150,28.624197,77.065127,Dense/Chawl-type Area
937,Peaceful Retreat near Dwarka,Varun Singh,Dwarka,Entire home/apt,3350,1,45,0.45,189,28.588671,77.051797,Developed Residential
938,Comfortable Home in Ghaziabad Vaishali,Karan Mishra,Ghaziabad Vaishali,Entire home/apt,2450,1,93,1.04,150,28.64663,77.340854,Market Area
939,Cozy Greater Kailash Studio,Shreya Jain,Greater Kailash,Entire home/apt,4000,14,86,1.0,62,28.560456,77.231774,Developed Residential
940,Budget Stay around Noida Sector 75,Megha Malhotra,Noida Sector 75,Private room,1400,1,20,0.34,162,28.555611,77.396331,Developed Residential
941,Comfortable Home in Mahipalpur,Megha Kapoor,Mahipalpur,Entire home/apt,2050,1,11,0.22,239,28.55892,77.124859,Dense/Chawl-type Area
942,City Stay - Gurgaon Sector 47,Nisha Singh,Gurgaon Sector 47,Private room,1500,1,14,0.11,247,28.432321,77.041149,Developed Residential
943,Modern Stay near Noida Sector 62,Pooja Chauhan,Noida Sector 62,Entire home/apt,3000,1,22,0.07,185,28.622309,77.365628,Corporate/Developed Area
944,Bright Apartment in Lajpat Nagar,Shreya Mishra,Lajpat Nagar,Entire home/apt,3200,1,19,0.18,201,28.571052,77.240872,Market Area
945,Peaceful Retreat near Ghaziabad Indirapuram,Neha Kapoor,Ghaziabad Indirapuram,Private room,1150,2,13,0.48,181,28.643745,77.376327,Developed Residential
946,Budget Stay around Ghaziabad Vaishali,Rohit Kumar,Ghaziabad Vaishali,Private room,1350,1,60,0.95,192,28.654177,77.33402,Market Area
947,Cozy Defence Colony Studio,Simran Bansal,Defence Colony,Entire home/apt,4000,1,7,0.83,195,28.568443,77.228489,Green & Peaceful
948,Family Home in Hauz Khas,Neha Singh,Hauz Khas,Private room,2350,2,14,0.66,146,28.54711,77.204541,Green & Peaceful
949,Private Room near Ghaziabad Indirapuram,Megha Singh,Ghaziabad Indirapuram,Entire home/apt,1950,1,38,0.8,209,28.640113,77.377425,Developed Residential
950,Bright Apartment in Faridabad Sector 15,Pooja Mishra,Faridabad Sector 15,Hotel room,1900,4,24,0.24,223,28.417502,77.306642,Developed Residential
951,Cozy Noida Sector 62 Studio,Karan Jain,Noida Sector 62,Hotel room,2100,3,29,0.05,156,28.634183,77.360392,Corporate/Developed Area
952,Peaceful Retreat near Dwarka,Pooja Jain,Dwarka,Private room,1350,4,39,0.66,87,28.591128,77.053171,Developed Residential
953,Private Room near Gurgaon Golf Course Road,Priya Saini,Gurgaon Golf Course Road,Entire home/apt,4000,3,31,0.17,90,28.464327,77.104972,Developed Residential
954,Family Home in Dwarka,Vikas Saini,Dwarka,Private room,1450,2,27,0.59,334,28.591374,77.050363,Developed Residential
955,Peaceful Retreat near Connaught Place,Pooja Malhotra,Connaught Place,Hotel room,3650,2,59,0.92,181,28.628993,77.216952,Market Area
956,City Stay - Gurgaon Sector 47,Megha Chauhan,Gurgaon Sector 47,Private room,2100,1,36,0.85,68,28.434223,77.057031,Developed Residential
957,Premium Stay - Chattarpur,Nisha Mehta,Chattarpur,Entire home/apt,2350,1,45,0.82,322,28.50214,77.180788,Green & Peaceful
958,City Stay - Noida Sector 62,Sanjay Kumar,Noida Sector 62,Private room,1550,1,4,0.17,292,28.635452,77.364146,Corporate/Developed Area
959,Private Room near Gurgaon DLF Phase 2,Sanjay Kapoor,Gurgaon DLF Phase 2,Private room,2350,2,49,0.36,164,28.492051,77.087166,Market Area
960,Private Room near Chattarpur,Shreya Verma,Chattarpur,Entire home/apt,3150,1,76,0.22,234,28.512426,77.175552,Green & Peaceful
961,Peaceful Retreat near Lajpat Nagar,Riya Jain,Lajpat Nagar,Private room,1950,2,23,0.26,243,28.562627,77.233638,Market Area
962,Budget Stay around Hauz Khas,Sanjay Chauhan,Hauz Khas,Entire home/apt,4000,1,23,0.15,139,28.542248,77.206139,Green & Peaceful
963,Peaceful Retreat near Gurgaon Sector 47,Rohit Bansal,Gurgaon Sector 47,Private room,2400,1,61,0.33,323,28.435319,77.044619,Developed Residential
964,City Stay - Old Delhi,Rahul Sharma,Old Delhi,Entire home/apt,1800,1,35,0.91,299,28.662529,77.233306,Dense/Chawl-type Area
965,Family Home in Karol Bagh,Megha Jain,Karol Bagh,Private room,2400,1,35,0.72,162,28.653841,77.196792,Market Area
966,Budget Stay around Mehrauli,Aditya Saini,Mehrauli,Private room,1300,1,3,0.93,229,28.524528,77.182799,Dense/Chawl-type Area
967,Peaceful Retreat near Mahipalpur,Karan Gupta,Mahipalpur,Entire home/apt,1300,1,30,0.09,146,28.547356,77.118793,Dense/Chawl-type Area
968,Budget Stay around Vikaspuri,Riya Singh,Vikaspuri,Hotel room,2100,1,28,0.09,176,28.642249,77.06903,Developed Residential
969,Peaceful Retreat near Ghaziabad Vaishali,Aditya Mishra,Ghaziabad Vaishali,Private room,1400,3,37,1.29,262,28.637948,77.346829,Market Area
970,Bright Apartment in Faridabad Sector 15,Varun Kapoor,Faridabad Sector 15,Entire home/apt,1950,3,37,0.34,327,28.399365,77.311785,Developed Residential
971,Private Room near Paharganj,Arjun Yadav,Paharganj,Private room,1700,2,11,0.3,73,28.64936,77.217579,Dense/Chawl-type Area
972,Comfortable Home in Chattarpur,Varun Mehta,Chattarpur,Entire home/apt,2800,1,26,0.06,185,28.521182,77.173633,Green & Peaceful
973,Comfortable Home in Defence Colony,Sanjay Gupta,Defence Colony,Entire home/apt,4000,1,51,0.35,247,28.577248,77.240018,Green & Peaceful
974,Comfortable Home in Mahipalpur,Megha Mehta,Mahipalpur,Entire home/apt,2450,1,10,0.41,247,28.550353,77.122605,Dense/Chawl-type Area
975,Cozy South Extension Studio,Megha Agarwal,South Extension,Private room,2350,5,39,0.48,207,28.567871,77.221814,Market Area
976,Modern Stay near Defence Colony,Deepak Sharma,Defence Colony,Entire home/apt,4000,1,32,0.13,83,28.580746,77.230239,Green & Peaceful
977,Cozy Lajpat Nagar Studio,Rohit Yadav,Lajpat Nagar,Private room,2200,1,44,0.09,222,28.564551,77.245729,Market Area
978,Peaceful Retreat near Rajendra Place,Manish Gupta,Rajendra Place,Private room,2200,1,7,0.55,176,28.646641,77.175026,Developed Residential
979,Comfortable Home in Green Park,Neha Saini,Green Park,Entire home/apt,2950,5,14,0.5,176,28.557724,77.209806,Green & Peaceful
980,Premium Stay - Janakpuri,Amit Singh,Janakpuri,Private room,950,1,16,0.69,199,28.6243,77.088795,Developed Residential
981,Cozy Mahipalpur Studio,Shreya Chauhan,Mahipalpur,Private room,1200,2,70,0.08,224,28.533965,77.133689,Dense/Chawl-type Area
982,Family Home in Chattarpur,Simran Agarwal,Chattarpur,Hotel room,2350,7,42,1.22,240,28.505691,77.177252,Green & Peaceful
983,Private Room near Saket,Varun Agarwal,Saket,Private room,2650,2,47,0.82,80,28.514867,77.208995,Developed Residential
984,Premium Stay - Ghaziabad Vaishali,Amit Sharma,Ghaziabad Vaishali,Private room,1250,1,20,0.79,224,28.649686,77.339011,Market Area
985,Cozy Mahipalpur Studio,Megha Malhotra,Mahipalpur,Entire home/apt,2150,1,43,0.2,161,28.533886,77.122763,Dense/Chawl-type Area
986,City Stay - Chattarpur,Amit Kapoor,Chattarpur,Entire home/apt,2500,1,66,0.5,100,28.512149,77.182011,Green & Peaceful
987,Cozy Chattarpur Studio,Megha Kumar,Chattarpur,Entire home/apt,2350,1,82,0.3,182,28.503599,77.178025,Green & Peaceful
988,Budget Stay around Greater Kailash,Deepak Mishra,Greater Kailash,Private room,2450,1,8,0.7,259,28.543854,77.235691,Developed Residential
989,Modern Stay near Greater Kailash,Ankit Verma,Greater Kailash,Hotel room,3900,3,123,0.67,103,28.546579,77.242932,Developed Residential
990,Peaceful Retreat near Faridabad Sector 15,Deepak Gupta,Faridabad Sector 15,Entire home/apt,2400,1,34,0.42,228,28.402243,77.328076,Developed Residential
991,Premium Stay - Hauz Khas,Pooja Bansal,Hauz Khas,Private room,2050,1,45,0.39,173,28.560252,77.205478,Green & Peaceful
992,Bright Apartment in Gurgaon Cyber City,Arjun Mishra,Gurgaon Cyber City,Entire home/apt,4000,1,29,0.53,124,28.500608,77.09122,Corporate/Developed Area
993,Budget Stay around Old Delhi,Arjun Yadav,Old Delhi,Entire home/apt,2250,2,9,0.97,339,28.66462,77.2346,Dense/Chawl-type Area
994,Budget Stay around Aerocity,Neha Chauhan,Aerocity,Private room,2750,3,59,0.48,143,28.544386,77.090282,Developed Residential
995,Peaceful Retreat near Green Park,Shreya Bansal,Green Park,Private room,2100,3,26,0.75,257,28.554508,77.201951,Green & Peaceful
996,Modern Stay near Gurgaon Sector 47,Vikas Kumar,Gurgaon Sector 47,Hotel room,3450,2,42,0.21,192,28.425095,77.054809,Developed Residential
997,Budget Stay around Janakpuri,Rohit Verma,Janakpuri,Private room,1500,2,4,0.37,328,28.619989,77.091044,Developed Residential
998,Premium Stay - Green Park,Nisha Malhotra,Green Park,Entire home/apt,4000,2,25,1.18,277,28.553076,77.201294,Green & Peaceful
999,Cozy Paharganj Studio,Varun Sharma,Paharganj,Shared room,1150,2,47,0.46,135,28.649012,77.207597,Dense/Chawl-type Area
1000,Private Room near Noida Sector 18,Ankit Verma,Noida Sector 18,Entire home/apt,2800,2,90,0.13,175,28.573956,77.327463,Market Area
1001,Bright Apartment in Paharganj,Manish Agarwal,Paharganj,Entire home/apt,2050,1,4,1.22,223,28.654654,77.219026,Dense/Chawl-type Area
1002,Modern Stay near Uttam Nagar,Aditya Mishra,Uttam Nagar,Entire home/apt,1950,3,21,0.51,124,28.631183,77.060374,Dense/Chawl-type Area
1003,Cozy Mehrauli Studio,Deepak Jain,Mehrauli,Private room,1350,3,59,0.11,160,28.525802,77.189429,Dense/Chawl-type Area
1004,Family Home in Lajpat Nagar,Vikas Singh,Lajpat Nagar,Private room,2550,3,6,0.7,284,28.569173,77.241769,Market Area
1005,Cozy Ghaziabad Indirapuram Studio,Varun Kumar,Ghaziabad Indirapuram,Entire home/apt,1650,3,30,0.65,153,28.63545,77.368211,Developed Residential
1006,City Stay - Lajpat Nagar,Neha Agarwal,Lajpat Nagar,Private room,1600,1,36,0.85,299,28.56273,77.244021,Market Area
1007,Cozy Noida Sector 137 Studio,Megha Bansal,Noida Sector 137,Shared room,1000,3,38,0.05,265,28.520572,77.396162,Developed Residential
1008,Bright Apartment in Lajpat Nagar,Ankit Jain,Lajpat Nagar,Entire home/apt,2300,2,27,0.81,318,28.559512,77.242985,Market Area
1009,Family Home in Noida Sector 137,Amit Singh,Noida Sector 137,Entire home/apt,2400,1,23,0.92,248,28.512239,77.407301,Developed Residential
1010,Budget Stay around Connaught Place,Rahul Yadav,Connaught Place,Entire home/apt,3700,2,111,0.79,334,28.626218,77.209663,Market Area
1011,Comfortable Home in Paharganj,Neha Kumar,Paharganj,Private room,1500,1,29,1.35,166,28.641301,77.221434,Dense/Chawl-type Area
1012,Family Home in Green Park,Aditya Singh,Green Park,Hotel room,3350,2,7,0.17,195,28.562745,77.218221,Green & Peaceful
1013,Premium Stay - Karol Bagh,Nisha Agarwal,Karol Bagh,Private room,1600,1,25,0.49,133,28.644663,77.205719,Market Area
1014,Comfortable Home in Chattarpur,Riya Malhotra,Chattarpur,Private room,1650,1,35,0.38,93,28.506254,77.168163,Green & Peaceful
1015,Bright Apartment in Vikaspuri,Neha Kapoor,Vikaspuri,Hotel room,2000,1,14,0.34,91,28.627001,77.076108,Developed Residential
1016,Budget Stay around Ghaziabad Indirapuram,Rohit Verma,Ghaziabad Indirapuram,Entire home/apt,1750,1,54,0.29,189,28.634019,77.372028,Developed Residential
1017,Modern Stay near Noida Sector 137,Vikas Mishra,Noida Sector 137,Entire home/apt,2250,2,21,0.09,100,28.510264,77.408015,Developed Residential
1018,Family Home in Rajendra Place,Riya Bansal,Rajendra Place,Entire home/apt,3400,1,32,0.69,142,28.648917,77.17996,Developed Residential
1019,Bright Apartment in Mahipalpur,Simran Malhotra,Mahipalpur,Private room,1100,5,17,0.37,348,28.55551,77.120484,Dense/Chawl-type Area
1020,City Stay - Gurgaon Sector 47,Amit Agarwal,Gurgaon Sector 47,Private room,2400,2,12,0.43,227,28.427896,77.04786,Developed Residential
1021,Peaceful Retreat near Dwarka,Shreya Mehta,Dwarka,Entire home/apt,3250,7,14,0.35,173,28.595494,77.047635,Developed Residential
1022,Budget Stay around Janakpuri,Sanjay Kapoor,Janakpuri,Private room,1850,3,35,0.44,308,28.622014,77.085637,Developed Residential
1023,Family Home in Ghaziabad Indirapuram,Manish Gupta,Ghaziabad Indirapuram,Entire home/apt,1750,1,62,1.14,186,28.648478,77.363353,Developed Residential
1024,Family Home in Gurgaon Cyber City,Nisha Verma,Gurgaon Cyber City,Private room,2500,2,12,0.2,289,28.486059,77.089878,Corporate/Developed Area
