id,name,host_name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,latitude,longitude,area_type,state,adjusted_price,review_scores_rating,cleanliness_rating,distance_to_metro_km,amenities_count,host_is_superhost,instant_bookable,greenery_score
494,City Stay - Rajendra Place,Neha Gupta,Rajendra Place,Entire home/apt,2950,1,30,0.35,297,28.644828,77.175796,Developed Residential,Delhi,4720,4.03,4.1,0.59,15,f,f,6.3
495,Family Home in Noida Sector 62,Simran Agarwal,Noida Sector 62,Entire home/apt,2550,7,32,1.08,298,28.6186,77.368424,Corporate/Developed Area,Uttar Pradesh,4080,4.36,3.7,0.97,22,f,t,7.5
496,Bright Apartment in Greater Kailash,Megha Saini,Greater Kailash,Private room,2550,2,9,0.8,251,28.546262,77.247174,Developed Residential,Delhi,2295,4.22,4.8,0.69,19,f,t,7.0
497,Premium Stay - Gurgaon Cyber City,Nisha Bansal,Gurgaon Cyber City,Entire home/apt,4000,2,27,0.97,174,28.488821,77.08826,Corporate/Developed Area,Haryana,6400,4.5,3.7,1.24,9,f,t,8.0
498,Premium Stay - Noida Sector 75,Karan Mehta,Noida Sector 75,Private room,1650,1,38,0.3,135,28.551023,77.385676,Developed Residential,Uttar Pradesh,1485,3.89,4.0,2.84,20,f,t,5.8
499,Modern Stay near Karol Bagh,Simran Malhotra,Karol Bagh,Entire home/apt,3150,1,84,0.48,91,28.656722,77.192421,Market Area,Delhi,5040,4.97,3.9,1.21,20,t,t,9.7
500,Premium Stay - Gurgaon Golf Course Road,Priya Mishra,Gurgaon Golf Course Road,Private room,2950,2,34,0.32,141,28.458152,77.094735,Developed Residential,Haryana,2655,4.98,4.8,1.4,21,t,t,9.7
501,Private Room near Green Park,Pooja Malhotra,Green Park,Entire home/apt,2550,3,55,0.3,161,28.553613,77.201018,Green & Peaceful,Delhi,4080,4.64,4.5,1.08,13,f,t,8.5
502,Bright Apartment in Uttam Nagar,Vikas Malhotra,Uttam Nagar,Private room,1000,1,77,0.46,232,28.624053,77.063574,Dense/Chawl-type Area,Delhi,900,4.44,4.7,0.26,7,f,f,7.8
503,Budget Stay around Green Park,Shreya Malhotra,Green Park,Private room,1700,7,122,0.42,135,28.544671,77.195945,Green & Peaceful,Delhi,1530,4.17,3.9,0.52,24,f,t,6.8
504,Budget Stay around Janakpuri,Priya Chauhan,Janakpuri,Entire home/apt,2450,4,8,0.66,187,28.626286,77.091031,Developed Residential,Delhi,3920,4.78,4.4,1.01,17,f,f,9.0
505,City Stay - Ghaziabad Vaishali,Riya Agarwal,Ghaziabad Vaishali,Private room,1650,1,147,1.87,139,28.643757,77.344776,Market Area,Uttar Pradesh,1485,4.62,4.4,0.65,7,f,t,8.4
506,Private Room near Janakpuri,Sanjay Gupta,Janakpuri,Entire home/apt,3100,3,20,0.43,33,28.628631,77.08668,Developed Residential,Delhi,4960,4.0,4.7,0.44,11,f,f,6.2
507,Modern Stay near Mahipalpur,Neha Verma,Mahipalpur,Private room,1400,1,25,0.12,98,28.55444,77.126663,Dense/Chawl-type Area,Delhi,1260,4.89,4.9,1.04,10,f,f,9.4
508,Modern Stay near Paharganj,Neha Malhotra,Paharganj,Entire home/apt,1600,5,9,0.56,205,28.637726,77.211682,Dense/Chawl-type Area,Delhi,2560,4.79,3.5,0.67,13,f,f,9.0
509,Comfortable Home in Ghaziabad Vaishali,Sanjay Yadav,Ghaziabad Vaishali,Private room,1650,3,6,0.45,303,28.659454,77.351327,Market Area,Uttar Pradesh,1485,4.94,4.5,0.56,16,f,f,9.6
510,Family Home in Defence Colony,Megha Sharma,Defence Colony,Entire home/apt,3300,1,38,0.47,164,28.572498,77.23413,Green & Peaceful,Delhi,5280,4.67,3.6,0.95,19,f,t,8.6
511,Bright Apartment in Green Park,Megha Kapoor,Green Park,Private room,1800,5,16,0.1,365,28.551842,77.201019,Green & Peaceful,Delhi,1620,4.54,4.3,0.37,24,f,f,8.1
512,Bright Apartment in Mahipalpur,Priya Malhotra,Mahipalpur,Hotel room,2050,1,18,0.76,318,28.55029,77.129469,Dense/Chawl-type Area,Delhi,2665,4.3,3.9,3.35,7,f,f,7.3
513,Cozy Gurgaon Cyber City Studio,Manish Mishra,Gurgaon Cyber City,Shared room,1600,2,33,0.28,365,28.49887,77.088926,Corporate/Developed Area,Haryana,800,4.92,4.0,2.63,14,t,f,9.5
514,City Stay - Paharganj,Karan Bansal,Paharganj,Entire home/apt,2450,1,93,0.33,115,28.648935,77.208898,Dense/Chawl-type Area,Delhi,3920,4.84,4.0,1.68,5,t,f,9.2
515,Family Home in South Extension,Sanjay Verma,South Extension,Entire home/apt,3700,1,31,0.5,214,28.566578,77.220527,Market Area,Delhi,5920,3.85,4.4,0.33,23,f,t,5.7
516,Comfortable Home in Gurgaon DLF Phase 2,Deepak Singh,Gurgaon DLF Phase 2,Private room,2650,1,87,0.29,151,28.476555,77.099218,Market Area,Haryana,2385,3.83,4.0,1.99,23,f,f,5.6
517,Modern Stay near Greater Kailash,Varun Singh,Greater Kailash,Hotel room,4000,2,22,0.39,184,28.548387,77.24394,Developed Residential,Delhi,5200,4.25,4.6,2.18,17,f,t,7.1
518,Premium Stay - Vikaspuri,Sanjay Mishra,Vikaspuri,Entire home/apt,2250,1,4,0.13,205,28.639638,77.057552,Developed Residential,Delhi,3600,4.77,4.1,1.95,16,f,f,9.0
519,City Stay - Janakpuri,Sanjay Verma,Janakpuri,Entire home/apt,2750,1,65,0.21,97,28.615007,77.089336,Developed Residential,Delhi,4400,4.98,3.6,0.35,5,t,t,9.7
520,Budget Stay around Paharganj,Aditya Singh,Paharganj,Private room,1000,1,70,0.63,226,28.651043,77.20127,Dense/Chawl-type Area,Delhi,900,3.98,4.7,1.44,23,f,f,6.1
521,Family Home in Noida Sector 75,Megha Yadav,Noida Sector 75,Hotel room,2000,2,38,0.24,201,28.566632,77.397633,Developed Residential,Uttar Pradesh,2600,4.51,3.9,2.36,20,f,t,8.1
522,Premium Stay - Mehrauli,Simran Agarwal,Mehrauli,Entire home/apt,2600,1,51,0.54,190,28.53879,77.190463,Dense/Chawl-type Area,Delhi,4160,4.26,4.1,1.23,19,f,t,7.1
523,City Stay - Paharganj,Amit Bansal,Paharganj,Private room,1200,1,33,0.37,242,28.640154,77.217865,Dense/Chawl-type Area,Delhi,1080,4.96,4.5,1.45,20,t,f,9.7
524,City Stay - Green Park,Amit Gupta,Green Park,Entire home/apt,3250,1,52,0.26,236,28.577114,77.19956,Green & Peaceful,Delhi,5200,4.81,4.0,0.94,15,t,f,9.1
525,Bright Apartment in Noida Sector 18,Karan Jain,Noida Sector 18,Entire home/apt,3400,2,65,0.15,180,28.584074,77.32835,Market Area,Uttar Pradesh,5440,4.81,3.6,1.1,10,t,f,9.1
526,Comfortable Home in Connaught Place,Sanjay Sharma,Connaught Place,Shared room,1600,2,36,0.43,343,28.627901,77.207347,Market Area,Delhi,800,4.36,4.1,0.24,15,f,t,7.5
527,Budget Stay around Noida Sector 137,Rahul Bansal,Noida Sector 137,Shared room,1050,1,44,0.17,153,28.504838,77.401979,Developed Residential,Uttar Pradesh,525,4.3,4.9,1.42,7,f,t,7.3
528,Cozy Mehrauli Studio,Neha Gupta,Mehrauli,Entire home/apt,2700,2,4,0.63,232,28.531647,77.180588,Dense/Chawl-type Area,Delhi,4320,4.13,4.5,0.3,19,f,f,6.7
529,Premium Stay - Saket,Neha Saini,Saket,Entire home/apt,4000,1,19,0.1,273,28.537086,77.208851,Developed Residential,Delhi,6400,3.87,4.5,0.89,5,f,f,5.7
530,Budget Stay around Vasant Kunj,Pooja Malhotra,Vasant Kunj,Private room,2650,1,11,0.71,7,28.520654,77.161954,Developed Residential,Delhi,2385,4.84,4.4,0.62,11,f,f,9.2
531,Comfortable Home in Mahipalpur,Shreya Chauhan,Mahipalpur,Private room,1700,2,44,0.25,291,28.544678,77.137356,Dense/Chawl-type Area,Delhi,1530,4.78,3.8,1.15,5,t,f,9.0
532,Bright Apartment in Mehrauli,Sanjay Kumar,Mehrauli,Entire home/apt,3350,5,49,0.79,111,28.522956,77.191993,Dense/Chawl-type Area,Delhi,5360,5.0,4.1,0.37,21,t,f,9.8
533,Modern Stay near Greater Kailash,Aditya Bansal,Greater Kailash,Entire home/apt,3650,3,12,0.34,322,28.547439,77.234061,Developed Residential,Delhi,5840,5.0,4.6,1.61,13,f,f,9.8
534,Comfortable Home in Greater Kailash,Rohit Gupta,Greater Kailash,Hotel room,3500,1,84,0.16,162,28.555505,77.239262,Developed Residential,Delhi,4550,4.47,3.7,2.1,17,f,f,7.9
535,Modern Stay near Old Delhi,Simran Sharma,Old Delhi,Hotel room,1550,14,38,0.64,39,28.663553,77.2309,Dense/Chawl-type Area,Delhi,2015,4.72,3.9,0.41,15,t,f,8.8
536,Budget Stay around Janakpuri,Arjun Mehta,Janakpuri,Hotel room,1800,1,12,0.87,141,28.619817,77.092425,Developed Residential,Delhi,2340,4.93,3.9,0.33,24,f,f,9.6
537,Private Room near Defence Colony,Varun Bansal,Defence Colony,Private room,2350,1,45,0.33,364,28.571649,77.228178,Green & Peaceful,Delhi,2115,4.82,4.1,0.39,10,t,f,9.2
538,Peaceful Retreat near Old Delhi,Manish Kumar,Old Delhi,Private room,1500,4,13,0.61,238,28.652962,77.237369,Dense/Chawl-type Area,Delhi,1350,4.1,5.0,2.72,5,f,f,6.6
539,Bright Apartment in Paharganj,Deepak Verma,Paharganj,Entire home/apt,1650,7,25,0.46,116,28.643383,77.211034,Dense/Chawl-type Area,Delhi,2640,4.34,3.6,1.1,11,f,t,7.4
540,City Stay - Rajendra Place,Manish Verma,Rajendra Place,Entire home/apt,3100,1,58,0.97,136,28.635423,77.177593,Developed Residential,Delhi,4960,3.95,4.3,0.96,16,f,t,6.1
541,Premium Stay - Vasant Kunj,Aditya Mehta,Vasant Kunj,Hotel room,3250,2,56,0.71,152,28.528458,77.151561,Developed Residential,Delhi,4225,4.94,3.8,0.34,24,t,t,9.6
542,Peaceful Retreat near Karol Bagh,Karan Sharma,Karol Bagh,Hotel room,2250,5,13,0.3,107,28.643416,77.177632,Market Area,Delhi,2925,4.53,5.0,1.46,23,f,f,8.1
543,Cozy Vikaspuri Studio,Nisha Bansal,Vikaspuri,Entire home/apt,2300,1,36,0.09,281,28.634226,77.07118,Developed Residential,Delhi,3680,4.07,3.7,2.63,21,f,t,6.5
544,City Stay - Noida Sector 137,Amit Singh,Noida Sector 137,Hotel room,2050,1,15,0.56,85,28.508891,77.405038,Developed Residential,Uttar Pradesh,2665,4.61,4.1,2.31,8,f,t,8.4
545,Comfortable Home in Uttam Nagar,Pooja Yadav,Uttam Nagar,Entire home/apt,1600,1,72,0.21,288,28.620195,77.058724,Dense/Chawl-type Area,Delhi,2560,4.54,4.6,1.38,7,f,f,8.2
546,Bright Apartment in Rajendra Place,Arjun Kumar,Rajendra Place,Hotel room,2100,2,22,0.38,5,28.637373,77.167356,Developed Residential,Delhi,2730,4.23,4.6,0.29,5,f,f,7.0
547,Private Room near Vasant Kunj,Priya Sharma,Vasant Kunj,Entire home/apt,3500,1,23,0.75,146,28.508874,77.154847,Developed Residential,Delhi,5600,3.94,4.1,0.34,22,f,f,6.0
548,Comfortable Home in Faridabad Sector 15,Manish Gupta,Faridabad Sector 15,Entire home/apt,1700,1,12,0.52,277,28.41082,77.309358,Developed Residential,Haryana,2720,4.61,4.0,0.26,19,f,f,8.4
549,Peaceful Retreat near Vikaspuri,Nisha Kapoor,Vikaspuri,Entire home/apt,2950,3,10,0.24,178,28.626125,77.068387,Developed Residential,Delhi,4720,4.42,4.1,0.56,12,f,f,7.7
550,Bright Apartment in Gurgaon Sector 47,Deepak Kapoor,Gurgaon Sector 47,Private room,2700,4,19,0.47,149,28.42626,77.040999,Developed Residential,Haryana,2430,4.73,3.9,0.37,5,f,f,8.8
551,Cozy Noida Sector 75 Studio,Neha Malhotra,Noida Sector 75,Entire home/apt,2350,2,98,0.28,309,28.575105,77.395217,Developed Residential,Uttar Pradesh,3760,4.42,3.8,0.56,24,f,f,7.7
552,Private Room near Ghaziabad Vaishali,Manish Sharma,Ghaziabad Vaishali,Private room,1600,2,29,1.2,90,28.651585,77.331346,Market Area,Uttar Pradesh,1440,4.82,4.2,0.78,18,f,f,9.2
553,Bright Apartment in Green Park,Neha Mishra,Green Park,Entire home/apt,2600,3,96,0.5,73,28.561273,77.207734,Green & Peaceful,Delhi,4160,4.46,3.9,3.64,8,f,t,7.9
554,Family Home in Mehrauli,Aditya Malhotra,Mehrauli,Entire home/apt,2000,1,29,0.2,130,28.525313,77.189871,Dense/Chawl-type Area,Delhi,3200,4.47,3.9,1.33,9,f,f,7.9
555,Budget Stay around Mahipalpur,Nisha Saini,Mahipalpur,Shared room,1000,1,6,0.65,264,28.552485,77.115472,Dense/Chawl-type Area,Delhi,500,4.85,4.5,2.36,17,f,t,9.3
556,Budget Stay around Hauz Khas,Karan Verma,Hauz Khas,Entire home/apt,3450,3,15,0.44,72,28.548324,77.19944,Green & Peaceful,Delhi,5520,4.28,5.0,1.69,19,f,t,7.2
557,Comfortable Home in Paharganj,Amit Chauhan,Paharganj,Private room,1700,7,38,0.38,365,28.644629,77.213712,Dense/Chawl-type Area,Delhi,1530,3.96,4.4,0.34,10,f,f,6.1
558,Bright Apartment in Saket,Simran Mehta,Saket,Private room,2550,2,5,0.27,274,28.536615,77.209414,Developed Residential,Delhi,2295,3.83,3.6,1.8,5,f,t,5.6
559,Modern Stay near Gurgaon DLF Phase 2,Neha Malhotra,Gurgaon DLF Phase 2,Entire home/apt,3500,7,44,0.41,67,28.484625,77.096293,Market Area,Haryana,5600,4.71,3.6,0.59,23,t,f,8.7
560,Family Home in Old Delhi,Vikas Malhotra,Old Delhi,Private room,1250,1,25,1.71,226,28.657839,77.226011,Dense/Chawl-type Area,Delhi,1125,4.54,4.9,1.42,17,f,f,8.2
561,Modern Stay near Hauz Khas,Nisha Kapoor,Hauz Khas,Private room,2350,1,23,0.23,223,28.551182,77.192454,Green & Peaceful,Delhi,2115,4.64,3.9,0.7,10,f,f,8.5
562,City Stay - Uttam Nagar,Nisha Mishra,Uttam Nagar,Private room,950,3,76,1.87,182,28.631117,77.074242,Dense/Chawl-type Area,Delhi,855,4.06,3.6,7.48,19,f,f,6.4
563,Bright Apartment in Mehrauli,Riya Singh,Mehrauli,Entire home/apt,2150,1,43,0.61,178,28.515839,77.189621,Dense/Chawl-type Area,Delhi,3440,3.96,4.4,0.57,20,f,f,6.1
564,Premium Stay - Greater Kailash,Ankit Verma,Greater Kailash,Entire home/apt,4000,1,24,0.38,278,28.554392,77.238226,Developed Residential,Delhi,6400,3.82,4.4,0.59,20,f,t,5.6
565,Premium Stay - Noida Sector 18,Priya Kapoor,Noida Sector 18,Entire home/apt,3400,5,105,0.95,213,28.566141,77.325805,Market Area,Uttar Pradesh,5440,4.22,4.5,3.4,14,f,f,7.0
566,Bright Apartment in Chattarpur,Pooja Jain,Chattarpur,Entire home/apt,2800,2,37,0.42,86,28.507967,77.180715,Green & Peaceful,Delhi,4480,4.51,3.9,0.23,13,f,f,8.0
567,Comfortable Home in Mahipalpur,Sanjay Saini,Mahipalpur,Entire home/apt,1800,7,61,0.21,272,28.5568,77.132491,Dense/Chawl-type Area,Delhi,2880,4.27,3.5,1.63,13,f,f,7.2
568,Comfortable Home in Defence Colony,Vikas Verma,Defence Colony,Hotel room,3600,4,48,0.04,167,28.568955,77.240509,Green & Peaceful,Delhi,4680,4.32,4.9,1.75,21,f,f,7.4
569,Comfortable Home in Uttam Nagar,Arjun Singh,Uttam Nagar,Private room,1050,4,34,0.18,128,28.622352,77.070239,Dense/Chawl-type Area,Delhi,945,4.88,3.9,2.37,21,t,t,9.4
570,Modern Stay near Gurgaon Sector 47,Simran Gupta,Gurgaon Sector 47,Entire home/apt,3750,3,31,0.07,205,28.432664,77.0483,Developed Residential,Haryana,6000,4.22,4.5,4.6,21,f,t,7.0
571,Private Room near Vasant Kunj,Ankit Yadav,Vasant Kunj,Shared room,1050,2,82,0.24,365,28.527207,77.1552,Developed Residential,Delhi,525,4.42,4.6,4.66,16,f,t,7.7
572,Family Home in Dwarka,Shreya Yadav,Dwarka,Entire home/apt,2600,1,47,0.26,134,28.599631,77.043014,Developed Residential,Delhi,4160,4.74,4.4,0.28,17,t,t,8.9
573,Family Home in Rajendra Place,Aditya Mehta,Rajendra Place,Entire home/apt,2850,1,4,1.44,254,28.638739,77.175741,Developed Residential,Delhi,4560,4.28,4.0,2.27,16,f,f,7.2
574,Bright Apartment in Mehrauli,Simran Chauhan,Mehrauli,Shared room,950,2,31,0.03,257,28.530342,77.187293,Dense/Chawl-type Area,Delhi,475,4.55,3.9,1.45,18,f,f,8.2
575,Modern Stay near Mahipalpur,Rahul Mehta,Mahipalpur,Entire home/apt,2100,1,11,0.84,242,28.550971,77.130919,Dense/Chawl-type Area,Delhi,3360,4.83,4.4,1.45,14,f,t,9.2
576,City Stay - Noida Sector 137,Varun Mehta,Noida Sector 137,Entire home/apt,2200,2,52,0.07,169,28.511312,77.397711,Developed Residential,Uttar Pradesh,3520,4.94,4.8,0.36,23,t,f,9.6
577,Cozy Old Delhi Studio,Arjun Bansal,Old Delhi,Entire home/apt,1950,2,30,0.94,186,28.657477,77.229996,Dense/Chawl-type Area,Delhi,3120,3.98,4.9,1.46,6,f,f,6.1
578,Modern Stay near Vikaspuri,Sanjay Kapoor,Vikaspuri,Private room,1200,2,48,0.48,199,28.635697,77.071214,Developed Residential,Delhi,1080,4.91,3.7,5.05,8,t,t,9.5
579,Private Room near Defence Colony,Karan Mehta,Defence Colony,Private room,2750,1,9,0.37,105,28.578399,77.227042,Green & Peaceful,Delhi,2475,4.39,3.7,3.11,23,f,t,7.6
580,Bright Apartment in Hauz Khas,Rohit Sharma,Hauz Khas,Hotel room,2500,1,39,0.22,365,28.55063,77.19036,Green & Peaceful,Delhi,3250,4.11,4.9,0.89,11,f,f,6.6
581,Modern Stay near Old Delhi,Karan Verma,Old Delhi,Private room,1400,1,14,0.63,171,28.643093,77.233641,Dense/Chawl-type Area,Delhi,1260,4.35,4.6,0.25,19,f,f,7.5
582,Premium Stay - Vasant Kunj,Simran Bansal,Vasant Kunj,Entire home/apt,3950,2,8,1.35,123,28.514017,77.158568,Developed Residential,Delhi,6320,4.98,4.8,0.74,19,f,f,9.7
583,Family Home in Rajendra Place,Nisha Mehta,Rajendra Place,Private room,1900,1,36,2.92,180,28.644273,77.182172,Developed Residential,Delhi,1710,4.39,3.8,2.3,10,f,t,7.6
584,Cozy Rajendra Place Studio,Megha Yadav,Rajendra Place,Private room,1800,1,75,0.11,236,28.648619,77.186652,Developed Residential,Delhi,1620,4.19,4.4,1.65,7,f,f,6.9
585,Family Home in Defence Colony,Shreya Jain,Defence Colony,Private room,1900,2,54,0.35,99,28.579781,77.227519,Green & Peaceful,Delhi,1710,4.56,4.6,0.94,10,f,t,8.2
586,Family Home in Uttam Nagar,Pooja Chauhan,Uttam Nagar,Entire home/apt,1250,3,4,0.56,234,28.627996,77.069036,Dense/Chawl-type Area,Delhi,2000,4.09,4.5,0.27,20,f,t,6.5
587,Comfortable Home in Karol Bagh,Varun Kapoor,Karol Bagh,Entire home/apt,3400,1,42,0.13,273,28.648129,77.208264,Market Area,Delhi,5440,3.89,4.1,0.87,6,f,f,5.8
588,Modern Stay near Mehrauli,Rohit Mehta,Mehrauli,Entire home/apt,2050,1,13,0.72,119,28.509728,77.180767,Dense/Chawl-type Area,Delhi,3280,3.95,3.5,0.96,11,f,t,6.1
589,Modern Stay near Mehrauli,Riya Saini,Mehrauli,Private room,1500,2,24,0.05,142,28.520314,77.181579,Dense/Chawl-type Area,Delhi,1350,3.95,4.4,3.37,15,f,t,6.1
590,Comfortable Home in Uttam Nagar,Deepak Agarwal,Uttam Nagar,Entire home/apt,1550,1,7,1.08,279,28.616391,77.065578,Dense/Chawl-type Area,Delhi,2480,3.98,3.9,1.43,11,f,t,6.2
591,Private Room near Karol Bagh,Rohit Singh,Karol Bagh,Entire home/apt,2200,2,6,1.41,5,28.649295,77.189334,Market Area,Delhi,3520,3.97,4.2,0.65,8,f,t,6.1
592,Premium Stay - Paharganj,Shreya Kapoor,Paharganj,Entire home/apt,2450,4,75,1.33,5,28.646678,77.225549,Dense/Chawl-type Area,Delhi,3920,4.57,4.9,1.09,24,f,f,8.3
593,Bright Apartment in Hauz Khas,Simran Gupta,Hauz Khas,Private room,2450,2,13,0.31,363,28.543992,77.203134,Green & Peaceful,Delhi,2205,4.02,4.1,0.28,11,f,f,6.3
594,City Stay - Vikaspuri,Sanjay Jain,Vikaspuri,Private room,1400,1,5,0.15,167,28.640917,77.073035,Developed Residential,Delhi,1260,4.21,4.8,4.52,8,f,t,7.0
595,Bright Apartment in Noida Sector 62,Nisha Malhotra,Noida Sector 62,Entire home/apt,3700,1,52,0.47,268,28.628,77.371986,Corporate/Developed Area,Uttar Pradesh,5920,4.88,3.8,0.74,16,t,t,9.4
596,Bright Apartment in Chattarpur,Simran Sharma,Chattarpur,Entire home/apt,3000,3,28,0.27,125,28.513933,77.183145,Green & Peaceful,Delhi,4800,4.37,4.5,0.98,9,f,t,7.5
597,Modern Stay near Janakpuri,Neha Chauhan,Janakpuri,Private room,2100,1,32,0.08,147,28.628895,77.077799,Developed Residential,Delhi,1890,4.6,5.0,0.73,23,f,f,8.4
598,Budget Stay around Lajpat Nagar,Megha Agarwal,Lajpat Nagar,Entire home/apt,2300,2,54,0.27,365,28.561849,77.256551,Market Area,Delhi,3680,4.01,3.7,1.58,9,f,t,6.2
599,Family Home in Rajendra Place,Karan Kumar,Rajendra Place,Entire home/apt,2550,2,84,0.49,237,28.638447,77.183854,Developed Residential,Delhi,4080,4.03,3.5,1.5,23,f,f,6.3
600,Modern Stay near Ghaziabad Indirapuram,Rahul Chauhan,Ghaziabad Indirapuram,Entire home/apt,2200,4,29,0.31,232,28.63379,77.373719,Developed Residential,Uttar Pradesh,3520,3.85,4.2,1.71,7,f,t,5.7
601,Comfortable Home in Gurgaon Cyber City,Aditya Agarwal,Gurgaon Cyber City,Private room,3050,1,119,0.6,129,28.495246,77.09161,Corporate/Developed Area,Haryana,2745,4.0,3.6,0.57,15,f,t,6.2
602,Budget Stay around Gurgaon Golf Course Road,Sanjay Kumar,Gurgaon Golf Course Road,Shared room,1800,1,64,0.12,177,28.463341,77.093848,Developed Residential,Haryana,900,4.13,4.6,0.66,11,f,f,6.7
603,Modern Stay near Uttam Nagar,Rahul Bansal,Uttam Nagar,Entire home/apt,1800,1,13,0.26,174,28.614486,77.07184,Dense/Chawl-type Area,Delhi,2880,4.01,4.9,0.36,21,f,f,6.3
604,Budget Stay around Ghaziabad Vaishali,Karan Kapoor,Ghaziabad Vaishali,Entire home/apt,2000,4,9,0.53,280,28.650834,77.34443,Market Area,Uttar Pradesh,3200,3.91,4.2,1.48,13,f,t,5.9
605,Comfortable Home in Gurgaon Sector 47,Riya Mishra,Gurgaon Sector 47,Private room,2250,2,24,0.48,18,28.424977,77.034196,Developed Residential,Haryana,2025,3.94,3.9,0.25,13,f,f,6.0
606,Budget Stay around Lajpat Nagar,Deepak Verma,Lajpat Nagar,Private room,1750,2,18,0.16,260,28.57207,77.248266,Market Area,Delhi,1575,4.35,4.2,1.29,14,f,f,7.5
607,Cozy Mahipalpur Studio,Deepak Chauhan,Mahipalpur,Private room,1550,2,35,0.3,77,28.543634,77.137263,Dense/Chawl-type Area,Delhi,1395,4.05,4.6,2.65,17,f,f,6.4
608,Comfortable Home in Noida Sector 75,Sanjay Kumar,Noida Sector 75,Entire home/apt,2850,3,66,0.5,351,28.570883,77.402926,Developed Residential,Uttar Pradesh,4560,4.24,3.5,2.86,19,f,f,7.1
609,Private Room near Old Delhi,Pooja Chauhan,Old Delhi,Entire home/apt,2100,3,14,0.99,259,28.647149,77.23311,Dense/Chawl-type Area,Delhi,3360,4.4,4.4,0.92,9,f,f,7.7
610,Comfortable Home in Karol Bagh,Pooja Singh,Karol Bagh,Private room,1750,1,56,1.11,210,28.648542,77.192052,Market Area,Delhi,1575,4.63,4.4,0.94,7,f,f,8.5
611,City Stay - Noida Sector 62,Rahul Verma,Noida Sector 62,Entire home/apt,3450,1,24,0.54,201,28.629391,77.366372,Corporate/Developed Area,Uttar Pradesh,5520,3.85,4.5,0.3,12,f,t,5.7
612,Premium Stay - Saket,Priya Kapoor,Saket,Entire home/apt,4000,2,29,0.76,226,28.520873,77.207984,Developed Residential,Delhi,6400,4.76,3.9,1.53,24,f,f,8.9
613,Bright Apartment in Vikaspuri,Deepak Sharma,Vikaspuri,Entire home/apt,1950,2,69,0.67,135,28.632277,77.07272,Developed Residential,Delhi,3120,4.55,4.6,2.27,14,f,f,8.2
614,Family Home in Mahipalpur,Simran Gupta,Mahipalpur,Entire home/apt,1600,3,21,0.63,87,28.557982,77.124331,Dense/Chawl-type Area,Delhi,2560,3.9,3.6,0.54,17,f,t,5.9
615,Comfortable Home in Uttam Nagar,Nisha Gupta,Uttam Nagar,Private room,950,1,6,1.57,208,28.616971,77.057556,Dense/Chawl-type Area,Delhi,855,4.85,3.8,0.86,7,f,t,9.3
616,Family Home in Hauz Khas,Ankit Mishra,Hauz Khas,Entire home/apt,3850,2,32,0.38,331,28.562655,77.197922,Green & Peaceful,Delhi,6160,4.91,4.8,2.39,12,t,t,9.5
617,Private Room near Uttam Nagar,Ankit Saini,Uttam Nagar,Private room,850,1,15,0.19,273,28.626691,77.064049,Dense/Chawl-type Area,Delhi,765,3.87,4.6,2.72,13,f,f,5.8
618,Bright Apartment in Vasant Kunj,Rohit Malhotra,Vasant Kunj,Private room,1900,1,3,0.86,170,28.534767,77.162267,Developed Residential,Delhi,1710,4.13,3.5,0.53,16,f,f,6.7
619,Family Home in Defence Colony,Vikas Mehta,Defence Colony,Entire home/apt,3200,1,42,0.35,356,28.57786,77.236885,Green & Peaceful,Delhi,5120,4.77,3.9,1.16,15,t,f,9.0
620,Private Room near Janakpuri,Karan Yadav,Janakpuri,Entire home/apt,2300,1,81,0.39,106,28.621802,77.093688,Developed Residential,Delhi,3680,4.7,3.8,0.46,6,t,t,8.7
621,Peaceful Retreat near Mehrauli,Vikas Kapoor,Mehrauli,Private room,1750,1,7,0.28,152,28.517917,77.199251,Dense/Chawl-type Area,Delhi,1575,4.02,3.9,0.33,22,f,f,6.3
622,Private Room near Uttam Nagar,Karan Yadav,Uttam Nagar,Entire home/apt,2250,2,130,0.05,157,28.627364,77.055369,Dense/Chawl-type Area,Delhi,3600,4.05,3.9,3.1,13,f,f,6.4
623,Family Home in Paharganj,Pooja Chauhan,Paharganj,Entire home/apt,1900,2,25,1.18,196,28.656079,77.216125,Dense/Chawl-type Area,Delhi,3040,4.24,3.6,2.26,6,f,t,7.1
624,City Stay - Janakpuri,Shreya Mehta,Janakpuri,Entire home/apt,2300,1,21,1.12,301,28.607688,77.09255,Developed Residential,Delhi,3680,4.38,4.2,1.91,6,f,f,7.6
